customer_id,month,logins,features_used,active_minutes,orphan_flag
CUST00011,2024-02-01,0,12,1014,False
CUST00011,2024-03-01,3,3,1033,False
CUST00011,2024-04-01,4,15,464,False
CUST00011,2024-05-01,1,7,929,False
CUST00011,2024-06-01,4,12,609,False
CUST00011,2024-07-01,0,11,856,False
CUST00011,2024-08-01,2,6,1065,False
CUST00011,2024-09-01,2,12,353,False
CUST00011,2024-10-01,3,2,1086,False
CUST00011,2024-11-01,1,4,364,False
CUST00011,2024-12-01,1,2,283,False
CUST00011,2025-01-01,0,4,138,False
CUST00011,2025-02-01,3,15,24,False
CUST00011,2025-03-01,3,11,634,False
CUST00011,2025-04-01,1,12,26,False
CUST00012,2024-10-01,2,12,753,False
CUST00012,2024-11-01,1,3,786,False
CUST00012,2024-12-01,2,3,1179,False
CUST00012,2025-01-01,4,10,194,False
CUST00013,2024-01-01,2,9,382,False
CUST00013,2024-02-01,1,11,970,False
CUST00013,2024-03-01,0,3,139,False
CUST00014,2023-02-01,0,14,69,False
CUST00014,2023-03-01,1,6,382,False
CUST00014,2023-04-01,3,10,448,False
CUST00014,2023-05-01,4,12,853,False
CUST00014,2023-06-01,5,12,884,False
CUST00014,2023-07-01,0,13,679,False
CUST00014,2023-08-01,0,11,630,False
CUST00014,2023-09-01,0,4,1142,False
CUST00014,2023-10-01,0,3,675,False
CUST00014,2023-11-01,1,11,754,False
CUST00014,2023-12-01,1,10,1116,False
CUST00014,2024-01-01,0,4,665,False
CUST00014,2024-02-01,0,7,260,False
CUST00014,2024-03-01,1,8,958,False
CUST00014,2024-04-01,1,4,340,False
CUST00014,2024-05-01,0,13,815,False
CUST00014,2024-06-01,0,10,691,False
CUST00014,2024-07-01,6,5,529,False
CUST00014,2024-08-01,0,8,248,False
CUST00014,2024-09-01,0,3,925,False
CUST00014,2024-10-01,0,10,908,False
CUST00014,2024-11-01,0,1,392,False
CUST00014,2024-12-01,0,3,123,False
CUST00014,2025-01-01,1,6,514,False
CUST00014,2025-02-01,0,13,1089,False
CUST00014,2025-03-01,0,15,1029,False
CUST00014,2025-04-01,1,12,679,False
CUST00015,2023-08-01,18,9,507,False
CUST00015,2023-09-01,20,11,211,False
CUST00015,2023-10-01,20,3,756,False
CUST00015,2023-11-01,17,14,121,False
CUST00015,2023-12-01,22,9,395,False
CUST00015,2024-01-01,21,5,1145,False
CUST00015,2024-02-01,23,8,963,False
CUST00015,2024-03-01,17,10,907,False
CUST00015,2024-04-01,19,6,441,False
CUST00015,2024-05-01,18,15,772,False
CUST00015,2024-06-01,17,11,1063,False
CUST00015,2024-07-01,19,9,817,False
CUST00015,2024-08-01,21,15,134,False
CUST00015,2024-09-01,21,13,92,False
CUST00015,2024-10-01,15,4,45,False
CUST00015,2024-11-01,19,15,804,False
CUST00015,2024-12-01,21,11,177,False
CUST00015,2025-01-01,21,10,666,False
CUST00015,2025-02-01,16,2,952,False
CUST00015,2025-03-01,23,3,440,False
CUST00015,2025-04-01,21,14,1178,False
CUST00016,2024-05-01,12,11,1033,False
CUST00016,2024-06-01,11,2,245,False
CUST00016,2024-07-01,12,3,320,False
CUST00016,2024-08-01,12,2,434,False
CUST00016,2024-09-01,14,15,952,False
CUST00016,2024-10-01,15,7,965,False
CUST00016,2024-11-01,12,2,192,False
CUST00016,2024-12-01,10,2,240,False
CUST00016,2025-01-01,11,15,380,False
CUST00016,2025-02-01,12,1,257,False
CUST00016,2025-03-01,11,3,712,False
CUST00016,2025-04-01,11,11,1093,False
CUST00017,2024-07-01,2,13,587,False
CUST00017,2024-08-01,1,3,215,False
CUST00017,2024-09-01,2,9,818,False
CUST00017,2024-10-01,2,11,1084,False
CUST00017,2024-11-01,3,1,1190,False
CUST00017,2024-12-01,3,11,678,False
CUST00017,2025-01-01,3,5,779,False
CUST00018,2023-08-01,11,12,761,False
CUST00018,2023-09-01,13,7,145,False
CUST00018,2023-10-01,11,13,12,False
CUST00018,2023-11-01,12,11,1175,False
CUST00018,2023-12-01,10,10,717,False
CUST00018,2024-01-01,14,8,44,False
CUST00018,2024-02-01,14,13,209,False
CUST00018,2024-03-01,12,3,574,False
CUST00018,2024-04-01,14,4,878,False
CUST00018,2024-05-01,14,9,760,False
CUST00018,2024-06-01,10,7,638,False
CUST00018,2024-07-01,12,14,65,False
CUST00018,2024-08-01,10,5,163,False
CUST00018,2024-09-01,14,1,298,False
CUST00018,2024-10-01,9,8,120,False
CUST00018,2024-11-01,10,3,991,False
CUST00018,2024-12-01,12,4,1151,False
CUST00018,2025-01-01,11,10,135,False
CUST00018,2025-02-01,12,8,184,False
CUST00018,2025-03-01,8,1,854,False
CUST00018,2025-04-01,13,4,276,False
CUST00019,2023-04-01,4,5,334,False
CUST00019,2023-05-01,1,14,25,False
CUST00019,2023-06-01,3,5,76,False
CUST00019,2023-07-01,6,4,130,False
CUST00019,2023-08-01,4,15,840,False
CUST00019,2023-09-01,4,8,1165,False
CUST00019,2023-10-01,5,6,876,False
CUST00019,2023-11-01,1,15,641,False
CUST00019,2023-12-01,1,10,722,False
CUST00019,2024-01-01,1,6,593,False
CUST00019,2024-02-01,1,4,524,False
CUST00019,2024-03-01,3,8,227,False
CUST00019,2024-04-01,5,8,899,False
CUST00019,2024-05-01,5,1,236,False
CUST00019,2024-06-01,3,2,1063,False
CUST00019,2024-07-01,3,2,89,False
CUST00019,2024-08-01,3,12,854,False
CUST00019,2024-09-01,6,9,480,False
CUST00019,2024-10-01,4,13,194,False
CUST00019,2024-11-01,4,8,341,False
CUST00019,2024-12-01,2,1,1068,False
CUST00019,2025-01-01,3,2,760,False
CUST00019,2025-02-01,1,1,231,False
CUST00019,2025-03-01,3,6,134,False
CUST00019,2025-04-01,1,1,846,False
CUST00020,2024-01-01,1,5,749,False
CUST00020,2024-02-01,5,8,624,False
CUST00020,2024-03-01,0,4,830,False
CUST00020,2024-04-01,2,1,45,False
CUST00020,2024-05-01,3,10,901,False
CUST00020,2024-06-01,2,9,737,False
CUST00020,2024-07-01,3,8,882,False
CUST00020,2024-08-01,0,8,70,False
CUST00020,2024-09-01,0,4,256,False
CUST00020,2024-10-01,0,11,420,False
CUST00020,2024-11-01,0,10,834,False
CUST00020,2024-12-01,3,8,530,False
CUST00020,2025-01-01,4,14,905,False
CUST00020,2025-02-01,2,3,171,False
CUST00020,2025-03-01,0,6,141,False
CUST00020,2025-04-01,0,12,982,False
CUST00021,2024-11-01,0,7,881,False
CUST00021,2024-12-01,5,11,61,False
CUST00021,2025-01-01,4,13,148,False
CUST00021,2025-02-01,1,10,1004,False
CUST00021,2025-03-01,0,11,967,False
CUST00021,2025-04-01,2,1,547,False
CUST00022,2023-04-01,9,11,562,False
CUST00022,2023-05-01,6,11,144,False
CUST00022,2023-06-01,7,6,362,False
CUST00022,2023-07-01,10,9,87,False
CUST00022,2023-08-01,8,13,619,False
CUST00022,2023-09-01,6,8,818,False
CUST00022,2023-10-01,5,13,1093,False
CUST00022,2023-11-01,10,11,143,False
CUST00022,2023-12-01,7,4,958,False
CUST00022,2024-01-01,5,14,859,False
CUST00022,2024-02-01,6,7,1149,False
CUST00022,2024-03-01,7,15,792,False
CUST00022,2024-04-01,7,2,314,False
CUST00022,2024-05-01,8,1,1003,False
CUST00022,2024-06-01,9,8,1179,False
CUST00022,2024-07-01,7,3,670,False
CUST00022,2024-08-01,9,7,384,False
CUST00022,2024-09-01,8,9,602,False
CUST00022,2024-10-01,10,10,1174,False
CUST00022,2024-11-01,13,8,40,False
CUST00022,2024-12-01,4,2,550,False
CUST00022,2025-01-01,9,11,295,False
CUST00022,2025-02-01,9,1,448,False
CUST00022,2025-03-01,5,14,1117,False
CUST00022,2025-04-01,8,14,361,False
CUST00023,2023-09-01,3,11,541,False
CUST00023,2023-10-01,2,2,1127,False
CUST00023,2023-11-01,8,4,766,False
CUST00023,2023-12-01,3,11,1180,False
CUST00023,2024-01-01,2,13,928,False
CUST00023,2024-02-01,4,15,310,False
CUST00023,2024-03-01,5,8,55,False
CUST00023,2024-04-01,4,12,1110,False
CUST00023,2024-05-01,2,5,1050,False
CUST00023,2024-06-01,4,1,154,False
CUST00023,2024-07-01,9,15,542,False
CUST00023,2024-08-01,4,5,1105,False
CUST00023,2024-09-01,7,8,739,False
CUST00023,2024-10-01,7,9,1060,False
CUST00023,2024-11-01,4,8,1048,False
CUST00023,2024-12-01,3,6,906,False
CUST00023,2025-01-01,7,1,62,False
CUST00023,2025-02-01,3,5,1116,False
CUST00023,2025-03-01,7,8,201,False
CUST00023,2025-04-01,5,14,378,False
CUST00024,2023-11-01,5,13,813,False
CUST00024,2023-12-01,7,10,987,False
CUST00024,2024-01-01,7,1,736,False
CUST00024,2024-02-01,7,4,251,False
CUST00024,2024-03-01,7,13,1199,False
CUST00024,2024-04-01,11,7,240,False
CUST00024,2024-05-01,7,15,1140,False
CUST00024,2024-06-01,8,11,518,False
CUST00024,2024-07-01,8,15,1142,False
CUST00024,2024-08-01,9,9,469,False
CUST00024,2024-09-01,7,2,952,False
CUST00024,2024-10-01,9,10,825,False
CUST00024,2024-11-01,9,15,873,False
CUST00024,2024-12-01,10,12,589,False
CUST00024,2025-01-01,8,9,519,False
CUST00024,2025-02-01,6,12,552,False
CUST00024,2025-03-01,9,5,937,False
CUST00024,2025-04-01,7,9,649,False
CUST00025,2023-06-01,5,15,738,False
CUST00025,2023-07-01,5,10,507,False
CUST00025,2023-08-01,5,9,1129,False
CUST00025,2023-09-01,3,3,10,False
CUST00025,2023-10-01,2,13,464,False
CUST00025,2023-11-01,4,5,1104,False
CUST00025,2023-12-01,2,4,94,False
CUST00025,2024-01-01,6,15,902,False
CUST00025,2024-02-01,6,8,319,False
CUST00025,2024-03-01,6,13,1089,False
CUST00025,2024-04-01,2,7,55,False
CUST00025,2024-05-01,5,10,139,False
CUST00025,2024-06-01,5,14,241,False
CUST00026,2023-01-01,5,14,428,False
CUST00026,2023-02-01,4,4,983,False
CUST00026,2023-03-01,4,12,844,False
CUST00026,2023-04-01,6,4,99,False
CUST00026,2023-05-01,3,15,531,False
CUST00026,2023-06-01,3,7,690,False
CUST00026,2023-07-01,7,13,54,False
CUST00026,2023-08-01,6,5,628,False
CUST00026,2023-09-01,3,8,306,False
CUST00026,2023-10-01,4,7,661,False
CUST00026,2023-11-01,7,11,74,False
CUST00026,2023-12-01,7,5,67,False
CUST00026,2024-01-01,2,13,1171,False
CUST00026,2024-02-01,1,8,1001,False
CUST00026,2024-03-01,6,15,143,False
CUST00026,2024-04-01,5,5,1112,False
CUST00026,2024-05-01,3,10,1129,False
CUST00026,2024-06-01,3,15,15,False
CUST00026,2024-07-01,3,14,830,False
CUST00026,2024-08-01,2,2,566,False
CUST00026,2024-09-01,5,2,916,False
CUST00026,2024-10-01,4,2,473,False
CUST00026,2024-11-01,7,14,678,False
CUST00026,2024-12-01,1,11,781,False
CUST00026,2025-01-01,1,5,1128,False
CUST00026,2025-02-01,2,10,519,False
CUST00026,2025-03-01,6,12,820,False
CUST00026,2025-04-01,4,5,1047,False
CUST00027,2023-09-01,17,1,236,False
CUST00027,2023-10-01,20,10,379,False
CUST00027,2023-11-01,20,1,988,False
CUST00027,2023-12-01,21,15,791,False
CUST00027,2024-01-01,19,15,101,False
CUST00027,2024-02-01,19,2,875,False
CUST00027,2024-03-01,20,11,136,False
CUST00027,2024-04-01,20,13,1147,False
CUST00027,2024-05-01,22,13,818,False
CUST00027,2024-06-01,20,7,267,False
CUST00027,2024-07-01,21,2,1064,False
CUST00027,2024-08-01,18,10,124,False
CUST00027,2024-09-01,19,7,1004,False
CUST00027,2024-10-01,20,11,1182,False
CUST00027,2024-11-01,20,5,288,False
CUST00027,2024-12-01,18,5,376,False
CUST00027,2025-01-01,25,1,610,False
CUST00027,2025-02-01,26,11,571,False
CUST00027,2025-03-01,16,13,1150,False
CUST00027,2025-04-01,18,7,112,False
CUST00028,2023-03-01,3,6,877,False
CUST00028,2023-04-01,6,8,706,False
CUST00028,2023-05-01,3,9,69,False
CUST00028,2023-06-01,1,5,663,False
CUST00028,2023-07-01,3,4,403,False
CUST00028,2023-08-01,5,1,880,False
CUST00028,2023-09-01,1,3,506,False
CUST00028,2023-10-01,6,13,838,False
CUST00028,2023-11-01,3,15,790,False
CUST00028,2023-12-01,5,3,867,False
CUST00028,2024-01-01,1,6,602,False
CUST00028,2024-02-01,6,6,720,False
CUST00029,2024-07-01,1,11,881,False
CUST00029,2024-08-01,1,3,321,False
CUST00029,2024-09-01,2,5,380,False
CUST00029,2024-10-01,4,7,989,False
CUST00029,2024-11-01,0,12,980,False
CUST00029,2024-12-01,0,6,147,False
CUST00029,2025-01-01,1,7,66,False
CUST00029,2025-02-01,1,12,214,False
CUST00029,2025-03-01,1,2,772,False
CUST00029,2025-04-01,4,14,524,False
CUST00030,2024-07-01,9,2,981,False
CUST00030,2024-08-01,7,8,1022,False
CUST00030,2024-09-01,8,9,271,False
CUST00030,2024-10-01,12,10,743,False
CUST00030,2024-11-01,12,8,37,False
CUST00030,2024-12-01,13,3,846,False
CUST00030,2025-01-01,11,13,548,False
CUST00030,2025-02-01,13,7,165,False
CUST00030,2025-03-01,9,3,237,False
CUST00030,2025-04-01,12,9,524,False
CUST00031,2024-10-01,7,4,890,False
CUST00031,2024-11-01,6,7,1100,False
CUST00031,2024-12-01,10,1,954,False
CUST00031,2025-01-01,2,11,355,False
CUST00031,2025-02-01,6,6,552,False
CUST00031,2025-03-01,9,3,262,False
CUST00031,2025-04-01,7,11,1151,False
CUST00032,2023-12-01,2,12,308,False
CUST00032,2024-01-01,5,14,413,False
CUST00032,2024-02-01,3,3,406,False
CUST00032,2024-03-01,2,3,926,False
CUST00032,2024-04-01,2,13,1016,False
CUST00032,2024-05-01,5,11,183,False
CUST00032,2024-06-01,0,7,432,False
CUST00032,2024-07-01,4,4,611,False
CUST00032,2024-08-01,1,3,1012,False
CUST00032,2024-09-01,0,3,72,False
CUST00032,2024-10-01,4,9,787,False
CUST00032,2024-11-01,6,11,357,False
CUST00032,2024-12-01,4,6,35,False
CUST00032,2025-01-01,0,11,1121,False
CUST00032,2025-02-01,6,10,802,False
CUST00032,2025-03-01,4,4,95,False
CUST00032,2025-04-01,2,4,77,False
CUST00033,2024-12-01,5,4,687,False
CUST00033,2025-01-01,4,1,83,False
CUST00033,2025-02-01,0,14,222,False
CUST00033,2025-03-01,0,7,912,False
CUST00033,2025-04-01,1,8,1044,False
CUST00034,2023-03-01,11,5,530,False
CUST00034,2023-04-01,13,15,746,False
CUST00034,2023-05-01,11,14,1098,False
CUST00034,2023-06-01,14,4,1105,False
CUST00034,2023-07-01,14,8,455,False
CUST00034,2023-08-01,9,8,1141,False
CUST00034,2023-09-01,14,11,666,False
CUST00034,2023-10-01,13,4,262,False
CUST00034,2023-11-01,13,9,1059,False
CUST00034,2023-12-01,13,11,533,False
CUST00034,2024-01-01,14,13,1173,False
CUST00034,2024-02-01,9,10,881,False
CUST00034,2024-03-01,14,13,327,False
CUST00034,2024-04-01,11,15,134,False
CUST00034,2024-05-01,9,8,1195,False
CUST00034,2024-06-01,17,12,282,False
CUST00034,2024-07-01,12,14,930,False
CUST00034,2024-08-01,11,11,291,False
CUST00034,2024-09-01,11,13,193,False
CUST00034,2024-10-01,13,14,1116,False
CUST00034,2024-11-01,11,5,368,False
CUST00034,2024-12-01,10,5,280,False
CUST00034,2025-01-01,15,11,473,False
CUST00034,2025-02-01,9,10,930,False
CUST00034,2025-03-01,12,10,221,False
CUST00034,2025-04-01,13,3,240,False
CUST00035,2025-01-01,5,14,1153,False
CUST00035,2025-02-01,5,15,994,False
CUST00035,2025-03-01,4,9,181,False
CUST00035,2025-04-01,4,14,615,False
CUST00036,2024-02-01,6,9,602,False
CUST00036,2024-03-01,4,15,663,False
CUST00036,2024-04-01,3,2,1055,False
CUST00037,2024-04-01,9,1,17,False
CUST00037,2024-05-01,13,1,946,False
CUST00037,2024-06-01,15,14,837,False
CUST00037,2024-07-01,12,14,581,False
CUST00037,2024-08-01,11,6,786,False
CUST00037,2024-09-01,11,1,104,False
CUST00037,2024-10-01,12,7,896,False
CUST00037,2024-11-01,14,7,560,False
CUST00037,2024-12-01,11,2,161,False
CUST00037,2025-01-01,14,15,769,False
CUST00037,2025-02-01,12,5,187,False
CUST00037,2025-03-01,11,15,470,False
CUST00037,2025-04-01,8,5,13,False
CUST00038,2023-03-01,8,7,1104,False
CUST00038,2023-04-01,10,12,1172,False
CUST00038,2023-05-01,6,7,950,False
CUST00038,2023-06-01,7,13,41,False
CUST00038,2023-07-01,5,9,1147,False
CUST00038,2023-08-01,7,9,1168,False
CUST00038,2023-09-01,9,11,1003,False
CUST00038,2023-10-01,9,13,158,False
CUST00038,2023-11-01,6,10,888,False
CUST00038,2023-12-01,9,3,753,False
CUST00038,2024-01-01,7,8,782,False
CUST00038,2024-02-01,8,1,494,False
CUST00038,2024-03-01,11,3,893,False
CUST00038,2024-04-01,11,15,744,False
CUST00038,2024-05-01,3,9,1192,False
CUST00038,2024-06-01,9,9,392,False
CUST00038,2024-07-01,6,2,1143,False
CUST00038,2024-08-01,9,14,21,False
CUST00038,2024-09-01,8,10,764,False
CUST00039,2023-07-01,2,7,555,False
CUST00039,2023-08-01,8,8,694,False
CUST00039,2023-09-01,8,9,162,False
CUST00039,2023-10-01,4,15,551,False
CUST00039,2023-11-01,9,12,760,False
CUST00039,2023-12-01,7,14,1143,False
CUST00040,2023-03-01,4,14,102,False
CUST00040,2023-04-01,1,3,15,False
CUST00040,2023-05-01,6,14,1193,False
CUST00040,2023-06-01,5,6,1027,False
CUST00040,2023-07-01,5,14,10,False
CUST00040,2023-08-01,2,12,111,False
CUST00040,2023-09-01,2,2,827,False
CUST00040,2023-10-01,3,6,849,False
CUST00040,2023-11-01,6,5,118,False
CUST00040,2023-12-01,1,3,580,False
CUST00040,2024-01-01,3,14,972,False
CUST00040,2024-02-01,5,15,1156,False
CUST00040,2024-03-01,2,10,681,False
CUST00040,2024-04-01,6,5,20,False
CUST00040,2024-05-01,0,1,192,False
CUST00040,2024-06-01,0,15,1068,False
CUST00040,2024-07-01,3,3,339,False
CUST00040,2024-08-01,1,4,194,False
CUST00040,2024-09-01,0,3,869,False
CUST00040,2024-10-01,7,9,774,False
CUST00040,2024-11-01,5,1,996,False
CUST00040,2024-12-01,6,9,130,False
CUST00040,2025-01-01,4,2,247,False
CUST00040,2025-02-01,0,10,374,False
CUST00040,2025-03-01,0,14,959,False
CUST00040,2025-04-01,3,14,186,False
CUST00041,2023-01-01,4,1,752,False
CUST00041,2023-02-01,5,13,912,False
CUST00041,2023-03-01,8,1,1176,False
CUST00041,2023-04-01,5,8,155,False
CUST00041,2023-05-01,5,13,891,False
CUST00041,2023-06-01,2,1,1000,False
CUST00041,2023-07-01,3,5,187,False
CUST00041,2023-08-01,6,5,1160,False
CUST00041,2023-09-01,3,12,680,False
CUST00041,2023-10-01,4,11,298,False
CUST00041,2023-11-01,3,13,1172,False
CUST00041,2023-12-01,2,9,1183,False
CUST00041,2024-01-01,4,4,854,False
CUST00041,2024-02-01,3,5,977,False
CUST00041,2024-03-01,7,13,246,False
CUST00041,2024-04-01,2,10,1064,False
CUST00041,2024-05-01,6,15,299,False
CUST00041,2024-06-01,6,5,1112,False
CUST00041,2024-07-01,4,2,446,False
CUST00041,2024-08-01,7,2,82,False
CUST00041,2024-09-01,3,5,690,False
CUST00041,2024-10-01,6,9,835,False
CUST00041,2024-11-01,5,4,385,False
CUST00041,2024-12-01,8,4,747,False
CUST00041,2025-01-01,6,8,534,False
CUST00041,2025-02-01,0,4,700,False
CUST00041,2025-03-01,4,14,320,False
CUST00041,2025-04-01,4,14,569,False
CUST00042,2024-02-01,1,14,919,False
CUST00042,2024-03-01,3,7,747,False
CUST00042,2024-04-01,0,8,697,False
CUST00042,2024-05-01,0,7,336,False
CUST00042,2024-06-01,2,4,1166,False
CUST00042,2024-07-01,2,10,79,False
CUST00042,2024-08-01,4,9,692,False
CUST00042,2024-09-01,2,1,1020,False
CUST00042,2024-10-01,0,11,643,False
CUST00043,2024-04-01,4,13,614,False
CUST00043,2024-05-01,3,12,921,False
CUST00043,2024-06-01,4,12,372,False
CUST00043,2024-07-01,4,3,58,False
CUST00043,2024-08-01,2,15,488,False
CUST00043,2024-09-01,6,6,558,False
CUST00043,2024-10-01,4,3,11,False
CUST00043,2024-11-01,4,15,179,False
CUST00043,2024-12-01,4,15,652,False
CUST00043,2025-01-01,3,13,1168,False
CUST00043,2025-02-01,1,1,333,False
CUST00043,2025-03-01,8,14,865,False
CUST00043,2025-04-01,5,1,171,False
CUST00044,2023-10-01,0,15,384,False
