customer_id,signup_date_cust,plan_cust,region,acq_channel,contract_type_cust,age,age_flag,plan_sub,mrr,contract_type_sub,signup_date_sub,churn_date,status,sub_flag,avg_monthly_logins,avg_features_used,avg_active_minutes,total_months_with_data,last_active_month,logins_last90d,total_tickets,unresolved_tickets,critical_tickets,tickets_last90d,plan_final,contract_type_final,churned,tenure_days,tenure_bucket,engagement_tier,days_since_last_active
CUST01053,2024-09-11,Basic,West,Social,Monthly,50.0,,Basic,299,Monthly,2024-09-11,2025-01-22,Churned,,1.8,5.4,798.8,5,2025-01-01,0.0,1.0,0.0,0.0,0.0,Basic,Monthly,1,133.0,3-6m,Low,151
CUST01711,2023-12-26,Premium,South,Paid Search,Monthly,20.0,,Premium,1199,Monthly,2023-12-26,2025-05-24,Churned,,1.41,7.18,519.41,17,2025-04-01,3.0,1.0,0.0,0.0,0.0,Premium,Monthly,1,515.0,12-24m,Low,61
CUST00327,2023-11-23,Basic,North,Organic,Monthly,24.0,,Basic,299,Monthly,2023-11-23,,Active,,12.44,7.22,568.06,18,2025-04-01,14.0,3.0,1.0,1.0,0.0,Basic,Monthly,0,556.0,12-24m,Medium,61
CUST01479,2025-01-27,Basic,West,Organic,Annual,41.0,,Basic,299,Annual,2025-01-27,2025-03-05,Churned,,1.33,10.67,872.67,3,2025-03-01,0.0,2.0,0.0,0.0,1.0,Basic,Annual,1,37.0,0-3m,Low,92
CUST01104,2024-04-14,Enterprise,Central,Organic,Monthly,22.0,,Enterprise,2999,Monthly,2024-04-14,,Active,,4.85,9.08,619.69,13,2025-04-01,6.0,0.0,0.0,0.0,0.0,Enterprise,Monthly,0,413.0,12-24m,Low,61
CUST01986,2023-09-05,Premium,Central,Paid Search,Monthly,21.0,,Premium,1199,Monthly,2023-09-05,,Active,,7.1,9.55,620.7,20,2025-04-01,10.0,1.0,0.0,0.0,0.0,Premium,Monthly,0,635.0,12-24m,Medium,61
CUST01318,2023-11-28,Basic,North,Paid Search,Annual,48.0,,Basic,299,Annual,2023-11-28,2025-04-05,Churned,,4.35,8.76,491.76,17,2025-03-01,0.0,6.0,2.0,0.0,2.0,Basic,Annual,1,494.0,12-24m,Low,92
CUST01730,2023-12-10,Enterprise,East,Social,Monthly,33.0,,Enterprise,2999,Monthly,2023-10-12,2025-02-25,Churned,,3.12,8.88,600.12,17,2025-02-01,0.0,3.0,1.0,1.0,0.0,Enterprise,Monthly,1,502.0,12-24m,Low,120
CUST00976,2023-06-13,Basic,West,Organic,Monthly,39.0,,Basic,299,Monthly,2023-06-13,,Active,,11.87,8.52,626.7,23,2025-04-01,15.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,719.0,12-24m,Medium,61
CUST02884,2023-09-10,Basic,South,Organic,Monthly,29.0,,Basic,299,Monthly,2023-10-09,2024-02-25,Churned,,3.8,8.0,685.4,5,2024-02-01,0.0,1.0,0.0,0.0,0.0,Basic,Monthly,1,139.0,3-6m,Low,486
CUST02054,2024-12-30,Basic,East,Social,Annual,55.0,,Basic,299,Annual,2024-12-30,2025-05-05,Churned,,1.2,8.8,377.4,5,2025-04-01,0.0,6.0,2.0,0.0,2.0,Basic,Annual,1,126.0,3-6m,Low,61
CUST00569,2024-06-22,Basic,Central,Social,Annual,68.0,,Basic,299,Annual,2024-06-22,2024-12-19,Churned,,19.29,9.43,495.71,7,2024-12-01,0.0,1.0,0.0,0.0,0.0,Basic,Annual,1,180.0,6-12m,High,182
CUST00374,2024-05-29,Enterprise,East,Referral,Monthly,36.0,,Enterprise,2999,Monthly,2024-05-29,2024-10-01,Churned,,1.0,11.2,504.4,5,2024-09-01,0.0,5.0,2.0,0.0,0.0,Enterprise,Monthly,1,125.0,3-6m,Low,273
CUST01570,2024-01-04,Basic,South,Paid Search,Monthly,57.0,,Basic,299,Monthly,2024-01-04,2024-10-23,Churned,,1.9,8.9,314.7,10,2024-10-01,0.0,2.0,0.0,1.0,2.0,Basic,Monthly,1,293.0,6-12m,Low,243
CUST02185,2024-12-02,Standard,East,Organic,Monthly,24.0,,Standard,599,Monthly,2024-12-02,,Active,,2.6,7.4,282.6,5,2025-04-01,0.0,4.0,1.0,0.0,1.0,Standard,Monthly,0,181.0,6-12m,Low,61
CUST02226,2023-03-27,Basic,Central,Paid Search,Monthly,38.0,,Basic,299,Monthly,2023-03-27,2025-01-13,Churned,,4.3,9.96,605.61,23,2025-01-01,0.0,2.0,1.0,1.0,0.0,Basic,Monthly,1,658.0,12-24m,Low,151
CUST00512,2024-01-28,Basic,North,Organic,Monthly,37.0,,Basic,299,Monthly,2024-01-28,,Active,,10.38,6.12,739.12,16,2025-04-01,11.0,1.0,0.0,0.0,1.0,Basic,Monthly,0,490.0,12-24m,Medium,61
CUST01435,2023-12-16,Basic,Central,Paid Search,Annual,26.0,,Basic,299,Annual,2023-12-16,2025-02-14,Churned,,11.73,8.4,553.47,15,2025-02-01,0.0,6.0,0.0,1.0,1.0,Basic,Annual,1,426.0,12-24m,Medium,120
CUST00251,2025-01-26,Premium,West,Partner,Monthly,30.0,,Premium,1199,Monthly,2025-01-26,,Active,,2.0,7.5,500.75,4,2025-04-01,1.0,0.0,0.0,0.0,0.0,Premium,Monthly,0,126.0,3-6m,Low,61
CUST01162,2023-06-25,Premium,South,Paid Search,Annual,67.0,,Premium,1199,Annual,2023-06-25,,Active,,7.48,8.17,555.7,23,2025-04-01,9.0,4.0,3.0,0.0,0.0,Premium,Annual,0,707.0,12-24m,Medium,61
CUST00273,2024-03-23,Basic,South,Social,Annual,19.0,,Basic,299,Annual,2024-03-23,,Active,,1.5,10.43,521.64,14,2025-04-01,0.0,1.0,0.0,0.0,0.0,Basic,Annual,0,435.0,12-24m,Low,61
CUST00740,2023-06-21,Enterprise,Central,Paid Search,Monthly,31.0,,Enterprise,2999,Monthly,2023-06-21,,Active,,7.83,7.61,719.61,23,2025-04-01,5.0,1.0,1.0,0.0,0.0,Enterprise,Monthly,0,711.0,12-24m,Medium,61
CUST00263,2023-04-14,Standard,Central,Social,Annual,20.0,,Standard,599,Annual,2023-04-14,,Active,,0.6,8.2,718.0,25,2025-04-01,3.0,0.0,0.0,0.0,0.0,Standard,Annual,0,779.0,24m+,Low,61
CUST00323,2024-10-19,Enterprise,West,Organic,Annual,43.0,,Enterprise,2999,Annual,2024-10-19,,Active,,4.86,10.0,496.43,7,2025-04-01,4.0,0.0,0.0,0.0,0.0,Enterprise,Annual,0,225.0,6-12m,Low,61
CUST02805,2024-12-02,Standard,East,Referral,Annual,19.0,,Standard,599,Annual,2024-12-02,,Active,,9.6,8.0,463.4,5,2025-04-01,8.0,2.0,0.0,0.0,0.0,Standard,Annual,0,181.0,6-12m,Medium,61
CUST00108,2023-11-16,Standard,West,Paid Search,Annual,22.0,,Standard,599,Annual,2023-11-16,2024-02-26,Churned,,4.5,6.75,790.75,4,2024-02-01,0.0,5.0,0.0,0.0,0.0,Standard,Annual,1,102.0,3-6m,Low,486
CUST00682,2023-04-06,Basic,East,Organic,Monthly,47.0,,Basic,299,Monthly,2023-04-06,,Active,,4.08,5.76,415.96,25,2025-04-01,3.0,2.0,0.0,0.0,1.0,Basic,Monthly,0,787.0,24m+,Low,61
CUST02525,2024-11-18,Basic,East,Social,Annual,19.0,,Basic,299,Annual,2024-11-18,,Active,,8.33,6.5,679.0,6,2025-04-01,9.0,2.0,1.0,0.0,0.0,Basic,Annual,0,195.0,6-12m,Medium,61
CUST02698,2024-02-21,Basic,West,Referral,Annual,32.0,,Basic,299,Annual,2024-02-21,,Active,,7.4,9.47,567.0,15,2025-04-01,7.0,5.0,2.0,0.0,0.0,Basic,Annual,0,466.0,12-24m,Medium,61
CUST01201,2025-02-13,Premium,West,Paid Search,Monthly,70.0,,Premium,1199,Monthly,2025-02-13,,Active,,2.0,7.33,618.67,3,2025-04-01,5.0,2.0,0.0,0.0,2.0,Premium,Monthly,0,108.0,3-6m,Low,61
CUST02239,2024-05-30,Enterprise,Central,Referral,Monthly,19.0,,Enterprise,2999,Monthly,2024-05-30,,Active,,3.75,10.0,512.92,12,2025-04-01,5.0,4.0,0.0,0.0,1.0,Enterprise,Monthly,0,367.0,12-24m,Low,61
CUST01380,2024-06-24,Standard,South,Social,Monthly,31.0,,Standard,599,Monthly,2024-06-24,,Active,,1.73,5.73,594.45,11,2025-04-01,0.0,1.0,0.0,0.0,0.0,Standard,Monthly,0,342.0,6-12m,Low,61
CUST01553,2024-07-03,Premium,Central,Organic,Annual,56.0,,Premium,1199,Annual,2024-07-03,,Active,,7.2,7.7,734.5,10,2025-04-01,9.0,1.0,0.0,0.0,1.0,Premium,Annual,0,333.0,6-12m,Medium,61
CUST00503,2023-12-12,Standard,South,Referral,Monthly,39.0,,Standard,599,Monthly,2023-12-12,,Active,,1.88,6.59,462.24,17,2025-04-01,1.0,2.0,1.0,0.0,0.0,Standard,Monthly,0,537.0,12-24m,Low,61
CUST00353,2025-08-01,Basic,North,Referral,Monthly,43.0,,Basic,299,Monthly,2025-01-08,,Active,,3.0,6.25,852.0,4,2025-04-01,2.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,144.0,3-6m,Low,61
CUST00636,2024-09-07,Premium,South,Organic,Annual,37.0,,Premium,1199,Annual,2024-09-07,,Active,,7.5,8.38,719.38,8,2025-04-01,8.0,2.0,0.0,0.0,2.0,Premium,Annual,0,267.0,6-12m,Medium,61
CUST02492,2024-04-08,Standard,West,Paid Search,Monthly,60.0,,Standard,599,Monthly,2024-04-08,,Active,,4.92,8.08,581.08,13,2025-04-01,8.0,2.0,0.0,0.0,0.0,Standard,Monthly,0,419.0,12-24m,Low,61
CUST02351,2023-04-18,Basic,East,Organic,Annual,39.0,,Basic,299,Annual,2023-04-18,2025-05-29,Churned,,7.56,8.36,591.68,25,2025-04-01,6.0,4.0,0.0,0.0,1.0,Basic,Annual,1,772.0,24m+,Medium,61
CUST00872,2023-10-03,Basic,West,Social,Monthly,27.0,,Basic,299,Monthly,2023-10-03,,Active,,12.05,8.53,513.89,19,2025-04-01,12.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,607.0,12-24m,Medium,61
CUST00223,2023-08-20,Premium,Central,Partner,Annual,57.0,,Premium,1199,Annual,2023-08-20,,Active,,12.19,8.71,663.38,21,2025-04-01,11.0,2.0,0.0,1.0,0.0,Premium,Annual,0,651.0,12-24m,Medium,61
CUST00637,2024-12-30,Enterprise,East,Paid Search,Monthly,40.0,,Enterprise,2999,Monthly,2024-12-30,,Active,,19.0,5.6,586.2,5,2025-04-01,20.0,1.0,0.0,0.0,1.0,Enterprise,Monthly,0,153.0,3-6m,High,61
CUST02346,2024-07-03,Standard,Central,Social,Monthly,48.0,,Standard,599,Monthly,2024-07-03,,Active,,0.6,9.2,574.4,10,2025-04-01,3.0,0.0,0.0,0.0,0.0,Standard,Monthly,0,333.0,6-12m,Low,61
CUST01969,2024-08-17,Basic,Central,Social,Monthly,19.0,,Basic,299,Monthly,2024-08-17,,Active,,7.33,7.33,324.44,9,2025-04-01,5.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,288.0,6-12m,Medium,61
CUST01713,2023-04-14,Standard,East,Partner,Monthly,37.0,,Standard,599,Monthly,2023-04-14,2023-11-07,Churned,,0.38,8.5,687.0,8,2023-11-01,0.0,0.0,0.0,0.0,0.0,Standard,Monthly,1,207.0,6-12m,Low,578
CUST00020,2024-01-30,Basic,West,Paid Search,Annual,18.0,,Basic,299,Annual,2024-01-30,2025-05-09,Churned,,1.56,7.56,567.31,16,2025-04-01,0.0,1.0,0.0,0.0,0.0,Basic,Annual,1,465.0,12-24m,Low,61
CUST00700,2024-07-27,Premium,Central,Paid Search,Annual,63.0,,Premium,1199,Annual,2024-07-27,,Active,,2.3,8.7,789.0,10,2025-04-01,0.0,1.0,1.0,0.0,1.0,Premium,Annual,0,309.0,6-12m,Low,61
CUST00893,2024-11-01,Standard,Central,Paid Search,Monthly,19.0,,Standard,599,Monthly,2024-01-11,,Active,,4.31,7.75,625.44,16,2025-04-01,2.0,1.0,0.0,0.0,1.0,Standard,Monthly,0,507.0,12-24m,Low,61
CUST02280,2023-07-19,Standard,Central,Social,Annual,,,Standard,599,Annual,2023-07-19,,Active,,1.27,6.64,683.73,22,2025-04-01,2.0,0.0,0.0,0.0,0.0,Standard,Annual,0,683.0,12-24m,Low,61
CUST02982,2024-08-06,Standard,South,Partner,Annual,24.0,,Standard,599,Annual,2024-08-06,,Active,,8.11,7.67,515.89,9,2025-04-01,6.0,3.0,0.0,1.0,1.0,Standard,Annual,0,299.0,6-12m,Medium,61
CUST01351,2024-05-14,Basic,,Paid Search,Monthly,38.0,,Basic,299,Monthly,2024-05-14,2025-02-15,Churned,,1.1,8.0,655.5,10,2025-02-01,0.0,1.0,1.0,0.0,1.0,Basic,Monthly,1,277.0,6-12m,Low,120
CUST02010,2023-02-06,Enterprise,West,Referral,Monthly,25.0,,Enterprise,2999,Monthly,2023-02-06,,Churned,CHURN_BEFORE_SIGNUP,7.78,8.41,649.26,27,2025-04-01,7.0,3.0,2.0,0.0,0.0,Enterprise,Monthly,1,,,Medium,61
CUST02542,2023-11-23,Standard,East,Referral,Monthly,22.0,,Standard,599,Monthly,2023-11-23,,Active,,3.11,7.72,668.78,18,2025-04-01,4.0,0.0,0.0,0.0,0.0,Standard,Monthly,0,556.0,12-24m,Low,61
CUST02312,2024-05-31,Premium,East,Social,Monthly,54.0,,Premium,1199,Monthly,2024-05-31,2025-01-30,Churned,,0.89,6.33,591.33,9,2025-01-01,0.0,0.0,0.0,0.0,0.0,Premium,Monthly,1,244.0,6-12m,Low,151
CUST02773,2024-08-30,Basic,Central,Organic,Monthly,26.0,,Basic,299,Monthly,2024-08-30,,Active,,1.56,9.89,723.78,9,2025-04-01,4.0,3.0,0.0,0.0,1.0,Basic,Monthly,0,275.0,6-12m,Low,61
CUST02879,2025-02-18,Basic,West,Referral,Monthly,60.0,,Basic,299,Monthly,2025-02-18,,Active,,4.67,8.0,772.0,3,2025-04-01,4.0,3.0,1.0,0.0,3.0,Basic,Monthly,0,103.0,3-6m,Low,61
CUST01833,2023-04-17,Standard,Central,Partner,Monthly,46.0,,Standard,599,Monthly,2023-04-17,,Active,,7.56,7.72,514.4,25,2025-04-01,8.0,2.0,0.0,0.0,0.0,Standard,Monthly,0,776.0,24m+,Medium,61
CUST02738,2024-03-19,Basic,East,Paid Search,Monthly,48.0,,Basic,299,Monthly,2024-03-19,,Active,,1.57,9.43,516.07,14,2025-04-01,2.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,439.0,12-24m,Low,61
CUST02820,2024-10-19,Basic,North,Organic,Monthly,54.0,,Basic,299,Monthly,2024-10-19,2025-03-19,Churned,,4.5,7.0,636.67,6,2025-03-01,0.0,1.0,0.0,0.0,0.0,Basic,Monthly,1,151.0,3-6m,Low,92
CUST02523,2024-08-06,Premium,West,Paid Search,Monthly,40.0,,Premium,1199,Monthly,2024-06-08,2024-07-31,Churned,,4.0,11.0,1059.5,2,2024-07-01,0.0,0.0,0.0,0.0,0.0,Premium,Monthly,1,53.0,0-3m,Low,335
CUST01047,2024-12-07,Basic,South,Paid Search,Monthly,42.0,,Basic,299,Monthly,2024-07-12,,Active,,12.1,6.7,664.6,10,2025-04-01,10.0,4.0,0.0,1.0,0.0,Basic,Monthly,0,324.0,6-12m,Medium,61
CUST02494,2024-08-05,Basic,Central,Paid Search,Monthly,66.0,,Basic,299,Monthly,2024-08-05,2024-09-08,Churned,,8.5,8.0,154.5,2,2024-09-01,0.0,3.0,1.0,1.0,1.0,Basic,Monthly,1,34.0,0-3m,Medium,273
CUST01312,2024-05-21,Basic,East,Partner,Monthly,47.0,,Basic,299,Monthly,2024-05-21,,Active,,3.75,7.17,585.92,12,2025-04-01,4.0,1.0,0.0,0.0,0.0,Basic,Monthly,0,376.0,12-24m,Low,61
CUST01670,2023-12-04,Premium,South,Paid Search,Annual,29.0,,Premium,1199,Annual,2023-04-12,,Active,,4.36,7.68,651.8,25,2025-04-01,7.0,2.0,0.0,0.0,0.0,Premium,Annual,0,781.0,24m+,Low,61
CUST01149,2023-12-09,Basic,North,Referral,Annual,,,Basic,299,Annual,2023-12-09,,Active,,20.0,6.65,615.12,17,2025-04-01,20.0,1.0,0.0,0.0,1.0,Basic,Annual,0,540.0,12-24m,High,61
CUST01145,2024-07-09,Standard,,Social,Monthly,39.0,,Standard,599,Monthly,2024-07-09,2025-02-15,Churned,,20.12,8.0,558.38,8,2025-02-01,0.0,0.0,0.0,0.0,0.0,Standard,Monthly,1,221.0,6-12m,High,120
CUST00478,2023-05-18,Basic,South,Paid Search,Monthly,62.0,,Basic,299,Monthly,2023-05-18,,Active,,8.12,9.0,513.88,24,2025-04-01,9.0,1.0,0.0,0.0,0.0,Basic,Monthly,0,745.0,24m+,Medium,61
CUST01535,2023-01-28,Basic,West,Paid Search,Annual,72.0,,Basic,299,Annual,2023-01-28,2025-05-15,Churned,,0.79,8.32,535.75,28,2025-04-01,1.0,1.0,0.0,0.0,0.0,Basic,Annual,1,838.0,24m+,Low,61
CUST01615,2024-11-17,Basic,South,Partner,Monthly,49.0,,Basic,299,Monthly,2024-11-17,,Active,,1.0,12.67,687.83,6,2025-04-01,0.0,0.0,0.0,0.0,0.0,Basic,Monthly,0,196.0,6-12m,Low,61
CUST00532,2023-09-23,Basic,South,Social,Annual,64.0,,Basic,299,Annual,2023-09-23,,Active,,7.55,7.6,634.55,20,2025-04-01,8.0,0.0,0.0,0.0,0.0,Basic,Annual,0,617.0,12-24m,Medium,61
CUST01627,2023-05-07,Basic,Central,Paid Search,Annual,49.0,,Basic,299,Annual,2023-05-07,2024-03-25,Churned,,3.55,9.27,585.09,11,2024-03-01,0.0,6.0,1.0,0.0,1.0,Basic,Annual,1,323.0,6-12m,Low,457
CUST02061,2024-08-16,Standard,West,Organic,Monthly,66.0,,Standard,599,Monthly,2024-08-16,,Active,,6.67,5.44,729.89,9,2025-04-01,6.0,0.0,0.0,0.0,0.0,Standard,Monthly,0,289.0,6-12m,Medium,61
CUST02007,2023-02-25,Basic,West,Social,Monthly,35.0,,Basic,299,Monthly,2023-02-25,,Active,,1.37,9.19,578.33,27,2025-04-01,0.0,3.0,0.0,0.0,0.0,Basic,Monthly,0,827.0,24m+,Low,61
CUST01714,2023-04-25,Basic,North,Referral,Annual,26.0,,Basic,299,Annual,2023-04-25,,Active,ACTIVE_WITH_CHURN_DATE,7.0,9.08,694.68,25,2025-04-01,8.0,0.0,0.0,0.0,0.0,Basic,Annual,0,768.0,24m+,Medium,61
CUST00585,2024-12-11,Premium,Central,Social,Monthly,55.0,,Premium,1199,Monthly,2024-12-11,,Active,,4.0,8.2,650.6,5,2025-04-01,5.0,2.0,0.0,0.0,1.0,Premium,Monthly,0,172.0,3-6m,Low,61
CUST02759,2023-09-12,Standard,South,Partner,Annual,50.0,,Standard,599,Annual,2023-09-12,,Active,,12.2,7.7,544.05,20,2025-04-01,10.0,0.0,0.0,0.0,0.0,Standard,Annual,0,628.0,12-24m,Medium,61
