customer_id,plan,mrr,contract_type,signup_date,churn_date,status,sub_flag
CUST00142,Basic,299,Monthly,2024-12-06,,Active,
CUST00143,Basic,299,Annual,2024-03-24,,Active,
CUST00144,Basic,299,Annual,2023-09-14,,Active,ACTIVE_WITH_CHURN_DATE
CUST00145,Enterprise,2999,Annual,2024-08-24,,Active,
CUST00146,Standard,599,Monthly,2024-04-26,2025-03-25,Churned,
CUST00147,Standard,599,Monthly,2024-03-22,,Active,
CUST00148,Basic,299,Monthly,2023-12-08,2025-03-26,Churned,
CUST00149,Basic,299,Monthly,2024-05-22,,Active,
CUST00150,Basic,299,Annual,2023-04-01,2024-05-16,Churned,
CUST00151,Standard,599,Monthly,2023-01-02,2023-02-24,Churned,
CUST00152,Standard,599,Annual,2024-01-06,,Active,
CUST00153,Standard,599,Annual,2023-10-01,2023-12-13,Churned,
CUST00154,Enterprise,2999,Annual,2023-01-30,,Active,
CUST00155,Basic,299,Annual,2024-07-18,,Active,
CUST00156,Enterprise,2999,Annual,2024-04-17,,Active,
CUST00157,Basic,299,Monthly,2024-12-23,,Active,
CUST00158,Basic,299,Annual,2023-05-29,,Active,
CUST00159,Premium,1199,Annual,2023-10-10,,Active,
CUST00160,Basic,299,Monthly,2023-01-03,,Active,
CUST00161,Premium,1199,Monthly,2024-05-16,,Active,
CUST00162,Standard,599,Annual,2025-02-20,,Active,
CUST00163,Standard,599,Monthly,2023-09-02,,Active,
CUST00164,Standard,599,Annual,2025-02-01,2025-02-26,Churned,
CUST00165,Enterprise,2999,Monthly,2024-10-29,,Active,
CUST00166,Premium,1199,Annual,2023-12-06,,Active,
CUST00167,Basic,299,Annual,2025-01-09,,Active,
CUST00168,Standard,599,Annual,2023-12-13,,Active,
CUST00169,Premium,1199,Monthly,2024-11-21,,Active,
CUST00170,Premium,1199,Monthly,2024-05-14,,Active,
CUST00171,Enterprise,2999,Monthly,2023-10-22,2024-04-09,Churned,
CUST00172,Premium,1199,Monthly,2024-12-21,2025-02-22,Churned,
CUST00173,Basic,299,Monthly,2023-02-17,,Active,
CUST00174,Standard,599,Monthly,2023-09-08,2024-08-04,Churned,
CUST00175,Standard,599,Monthly,2023-03-22,,Active,
CUST00176,Basic,299,Annual,2023-05-27,2025-03-05,Churned,
CUST00177,Enterprise,2999,Monthly,2024-04-21,,Active,
CUST00178,Basic,299,Monthly,2024-08-24,,Active,
CUST00179,Enterprise,2999,Monthly,2023-07-23,,Active,
CUST00180,Basic,299,Annual,2024-08-11,,Active,
CUST00181,Basic,299,Annual,2023-10-09,,Active,
CUST00182,Premium,1199,Monthly,2023-10-21,2025-02-04,Churned,
CUST00183,Standard,599,Annual,2023-07-14,,Active,
CUST00184,Basic,299,Monthly,2023-02-10,2024-12-18,Churned,
CUST00185,Enterprise,2999,Monthly,2023-04-03,2023-07-06,Churned,
CUST00186,Premium,1199,Annual,2024-07-06,2025-01-05,Churned,
CUST00187,Basic,299,Monthly,2023-06-18,2025-04-15,Churned,
CUST00188,Standard,599,Annual,2023-04-28,,Active,
CUST00189,Standard,599,Annual,2025-01-11,2025-02-19,Churned,
CUST00190,Premium,1199,Monthly,2023-04-03,2025-05-05,Churned,
CUST00191,Premium,1199,Annual,2024-11-19,,Active,
CUST00192,Standard,599,Annual,2023-04-21,,Active,
CUST00193,Enterprise,2999,Monthly,2023-12-02,2024-01-23,Churned,
CUST00194,Basic,299,Monthly,2024-12-18,,Active,
CUST00195,Enterprise,2999,Annual,2023-11-08,,Active,
CUST00196,Standard,599,Annual,2024-02-02,,Active,
CUST00197,Standard,599,Annual,2024-02-29,,Active,
CUST00198,Standard,599,Annual,2023-02-03,,Active,
CUST00199,Basic,299,Annual,2024-01-07,2025-01-05,Churned,
CUST00200,Basic,299,Annual,2023-03-04,,Active,
CUST00201,Basic,299,Monthly,2024-04-10,,Active,
CUST00202,Premium,1199,Annual,2023-02-21,,Active,
CUST00203,Premium,1199,Monthly,2023-03-12,,Churned,CHURN_BEFORE_SIGNUP
CUST00204,Premium,1199,Annual,2023-12-03,,Active,
CUST00205,Standard,599,Annual,2023-05-14,,Churned,CHURN_BEFORE_SIGNUP
CUST00206,Basic,299,Monthly,2023-01-16,,Active,
CUST00207,Basic,299,Annual,2023-02-23,,Active,
CUST00208,Premium,1199,Monthly,2024-04-04,,Active,
CUST00209,Basic,299,Monthly,2024-09-21,2024-10-31,Churned,
CUST00210,Enterprise,2999,Monthly,2023-03-04,,Active,
CUST00211,Basic,299,Monthly,2024-03-30,,Active,
CUST00212,Standard,599,Monthly,2023-10-09,,Active,
CUST00213,Basic,299,Monthly,2024-06-27,,Active,
CUST00214,Premium,1199,Monthly,2023-04-28,,Active,
CUST00215,Standard,599,Annual,2023-08-22,,Active,
CUST00216,Basic,299,Monthly,2024-03-13,2024-08-12,Churned,
CUST00217,Basic,299,Monthly,2023-03-10,2025-02-16,Churned,
CUST00218,Premium,1199,Annual,2024-01-17,,Active,
CUST00219,Standard,599,Annual,2023-12-04,,Active,
CUST00220,Premium,1199,Monthly,2024-03-09,2025-04-19,Churned,
CUST00221,Standard,599,Monthly,2023-04-17,,Active,
CUST00222,Basic,299,Annual,2023-04-21,,Active,
CUST00223,Premium,1199,Annual,2023-08-20,,Active,
CUST00224,Standard,599,Annual,2024-11-22,,Active,
CUST00225,Basic,299,Monthly,2023-10-01,,Active,
CUST00226,Basic,299,Monthly,2023-12-26,,Active,
CUST00227,Standard,599,Monthly,2025-01-28,2025-03-21,Churned,
CUST00228,Standard,599,Annual,2024-03-05,,Active,
CUST00229,Standard,599,Annual,2024-08-04,,Active,
CUST00230,Basic,299,Monthly,2024-11-21,2025-02-15,Churned,
CUST00231,Basic,299,Monthly,2024-02-29,2024-12-22,Churned,
CUST00232,Standard,599,Monthly,2024-11-25,,Active,
CUST00233,Enterprise,2999,Monthly,2024-02-09,,Active,
CUST00234,Basic,299,Monthly,2025-02-24,,Active,
CUST00235,Standard,599,Annual,2025-02-03,2025-05-29,Churned,
CUST00236,Premium,1199,Annual,2024-07-26,,Active,
CUST00237,Basic,299,Monthly,2024-03-22,,Active,
CUST00238,Premium,1199,Monthly,2024-02-19,,Active,
CUST00239,Premium,1199,Annual,2023-06-25,,Active,
CUST00240,Standard,599,Monthly,2023-04-01,2023-10-12,Churned,
CUST00241,Basic,299,Monthly,2023-03-22,,Active,
CUST00242,Basic,299,Monthly,2023-06-22,,Active,
CUST00243,Basic,299,Monthly,2023-12-24,2024-11-20,Churned,
CUST00244,Standard,599,Annual,2023-06-27,,Active,
CUST00245,Premium,1199,Annual,2024-04-20,,Active,
CUST00246,Standard,599,Annual,2024-10-20,,Active,
CUST00247,Standard,599,Monthly,2023-06-04,,Active,
CUST00248,Basic,299,Monthly,2024-08-28,2025-01-05,Churned,
CUST00249,Basic,299,Annual,2023-02-28,,Active,
CUST00250,Standard,599,Monthly,2023-04-03,,Active,
CUST00251,Premium,1199,Monthly,2025-01-26,,Active,
CUST00252,Standard,599,Monthly,2023-11-26,,Active,
CUST00253,Enterprise,2999,Monthly,2023-12-18,2025-02-23,Churned,
CUST00254,Standard,599,Monthly,2024-12-25,,Active,
CUST00255,Enterprise,2999,Monthly,2024-01-17,,Active,
CUST00256,Premium,1199,Monthly,2023-02-23,,Active,
CUST00257,Basic,299,Monthly,2024-01-31,,Active,
CUST00258,Basic,299,Annual,2024-11-10,,Active,
CUST00259,Basic,299,Monthly,2024-02-06,,Active,
CUST00260,Premium,1199,Annual,2023-12-03,,Active,
CUST00261,Basic,299,Monthly,2024-01-06,2024-09-14,Churned,
CUST00262,Basic,299,Monthly,2024-05-12,,Active,
CUST00263,Standard,599,Annual,2023-04-14,,Active,
CUST00264,Basic,299,Monthly,2024-11-08,,Active,
CUST00265,Premium,1199,Monthly,2023-07-05,,Active,
CUST00266,Standard,599,Monthly,2023-02-14,2024-10-30,Churned,
CUST00267,Premium,1199,Monthly,2025-02-05,2025-03-31,Churned,
CUST00268,Enterprise,2999,Annual,2024-04-25,,Active,
CUST00269,Premium,1199,Monthly,2024-04-17,2024-07-14,Churned,
CUST00270,Premium,1199,Monthly,2023-07-24,,Active,
CUST00271,Standard,599,Monthly,2024-01-16,,Active,
CUST00272,Basic,299,Annual,2023-10-19,2024-11-16,Churned,
CUST00273,Basic,299,Annual,2024-03-23,,Active,
CUST00274,Basic,299,Monthly,2024-02-29,,Active,
CUST00275,Basic,299,Annual,2024-01-19,,Active,
CUST00276,Premium,1199,Annual,2023-12-10,,Active,
CUST00277,Premium,1199,Monthly,2024-12-13,,Active,
CUST00278,Basic,299,Annual,2023-01-20,,Churned,CHURN_BEFORE_SIGNUP
CUST00279,Basic,299,Monthly,2024-03-09,2025-05-12,Churned,
CUST00280,Standard,599,Monthly,2024-03-05,2024-07-17,Churned,
CUST00281,Standard,599,Annual,2024-09-03,,Active,
CUST00282,Basic,299,Monthly,2024-03-15,2024-05-24,Churned,
CUST00283,Basic,299,Monthly,2024-11-15,2025-03-10,Churned,
CUST00284,Standard,599,Monthly,2024-06-03,2025-03-19,Churned,
CUST00285,Basic,299,Monthly,2024-01-18,2024-07-23,Churned,
CUST00286,Standard,599,Annual,2025-01-20,2025-02-25,Churned,
CUST00287,Basic,299,Monthly,2023-05-17,,Active,
CUST00288,Standard,599,Annual,2024-12-02,,Active,
CUST00289,Premium,1199,Monthly,2025-01-03,,Active,
CUST00290,Premium,1199,Monthly,2023-07-24,,Active,
CUST00291,Standard,599,Monthly,2024-07-10,,Active,
CUST00292,Premium,1199,Annual,2023-02-18,,Active,
CUST00293,Premium,1199,Monthly,2024-02-14,2025-02-25,Churned,
CUST00294,Basic,299,Monthly,2024-05-24,,Active,
CUST00295,Standard,599,Monthly,2023-03-22,2024-02-29,Churned,
CUST00296,Standard,599,Annual,2023-12-02,,Active,
CUST00297,Standard,599,Annual,2024-12-07,,Active,
CUST00298,Enterprise,2999,Annual,2024-09-21,2024-11-18,Churned,
CUST00299,Standard,599,Annual,2023-03-18,,Active,
CUST00300,Enterprise,2999,Annual,2023-06-13,,Active,
CUST00301,Basic,299,Monthly,2023-02-05,,Active,
CUST00302,Basic,299,Annual,2024-08-03,2025-02-07,Churned,
CUST00303,Premium,1199,Monthly,2024-03-30,,Active,
CUST00304,Basic,299,Monthly,2024-10-27,2025-01-07,Churned,
CUST00305,Enterprise,2999,Monthly,2024-02-01,,Active,
CUST00306,Enterprise,2999,Annual,2023-08-08,,Active,
CUST00307,Basic,299,Annual,2023-05-06,,Active,
CUST00308,Premium,1199,Annual,2023-03-31,,Active,
CUST00309,Basic,299,Annual,2024-07-09,,Active,
CUST00310,Basic,299,Monthly,2024-10-15,,Active,
CUST00311,Basic,299,Monthly,2023-05-23,2024-09-28,Churned,
CUST00312,Premium,1199,Annual,2024-04-23,,Active,
CUST00313,Basic,299,Annual,2023-11-13,,Active,
CUST00314,Basic,299,Monthly,2024-08-11,,Active,
CUST00315,Basic,299,Monthly,2024-06-13,,Active,
CUST00316,Standard,599,Monthly,2024-03-19,,Active,
CUST00317,Basic,299,Annual,2023-06-18,,Active,
CUST00318,Basic,299,Monthly,2023-03-22,,Active,
CUST00319,Basic,299,Monthly,2024-06-30,,Active,
CUST00320,Standard,599,Annual,2024-11-05,2024-12-14,Churned,
CUST00321,Basic,299,Monthly,2023-01-30,2025-02-01,Churned,
CUST00322,Standard,599,Monthly,2024-03-02,,Active,
CUST00323,Enterprise,2999,Annual,2024-10-19,,Active,
CUST00324,Standard,599,Monthly,2023-11-01,,Active,
CUST00325,Basic,299,Annual,2023-07-28,,Active,
CUST00326,Enterprise,2999,Monthly,2023-12-20,,Active,
CUST00327,Basic,299,Monthly,2023-11-23,,Active,
CUST00328,Basic,299,Monthly,2023-02-21,,Active,
CUST00329,Enterprise,2999,Monthly,2023-12-02,2025-04-21,Churned,
CUST00330,Standard,599,Monthly,2024-04-23,2025-01-04,Churned,
CUST00331,Standard,599,Monthly,2024-06-01,,Active,
CUST00332,Standard,599,Monthly,2023-10-16,,Active,
CUST00333,Basic,299,Annual,2024-03-17,,Active,
CUST00334,Standard,599,Monthly,2023-02-16,,Active,
CUST00335,Basic,299,Monthly,2023-03-17,,Active,
CUST00336,Standard,599,Monthly,2024-11-27,,Active,
CUST00337,Standard,599,Monthly,2023-12-14,,Active,
CUST00338,Standard,599,Annual,2024-02-16,2024-12-09,Churned,
CUST00339,Standard,599,Monthly,2024-04-30,,Active,
CUST00340,Basic,299,Annual,2024-09-19,2025-04-22,Churned,
CUST00341,Basic,299,Annual,2024-08-30,2025-03-23,Churned,
CUST00342,Premium,1199,Monthly,2024-05-01,2024-09-15,Churned,
CUST00343,Basic,299,Monthly,2024-08-20,2024-12-15,Churned,
CUST00344,Standard,599,Monthly,2024-08-15,,Active,
CUST00345,Standard,599,Annual,2025-01-08,,Active,
CUST00346,Enterprise,2999,Monthly,2024-08-09,2024-12-28,Churned,
CUST00347,Standard,599,Annual,2023-06-05,,Active,
CUST00348,Premium,1199,Monthly,2025-01-23,,Active,
CUST00349,Standard,599,Monthly,2024-05-04,,Active,
CUST00350,Standard,599,Monthly,2023-12-17,,Active,
CUST00351,Standard,599,Annual,2023-10-13,,Active,
CUST00352,Premium,1199,Monthly,2023-10-23,,Active,
CUST00353,Basic,299,Monthly,2025-01-08,,Active,
CUST00354,Enterprise,2999,Monthly,2023-12-20,2025-05-08,Churned,
CUST00355,Basic,299,Annual,2023-03-22,2023-07-03,Churned,
CUST00356,Premium,1199,Annual,2023-07-26,,Active,
CUST00357,Standard,599,Monthly,2023-04-22,2024-03-30,Churned,
CUST00358,Standard,599,Monthly,2023-08-20,2025-03-15,Churned,
CUST00359,Standard,599,Monthly,2023-04-13,,Active,
CUST00360,Standard,599,Monthly,2024-02-21,,Active,
CUST00361,Basic,299,Monthly,2023-11-25,,Active,
CUST00362,Standard,599,Monthly,2023-08-26,,Active,
CUST00363,Enterprise,2999,Monthly,2023-06-30,,Active,
CUST00364,Enterprise,2999,Monthly,2023-07-10,,Active,
CUST00365,Basic,299,Annual,2024-09-09,,Active,
CUST00366,Standard,599,Monthly,2024-06-20,2024-12-13,Churned,
CUST00367,Basic,299,Annual,2023-04-26,,Active,
CUST00368,Basic,299,Annual,2025-01-24,,Active,
CUST00369,Premium,1199,Monthly,2024-09-17,2025-01-12,Churned,
CUST00370,Standard,599,Monthly,2024-02-15,2025-04-25,Churned,
CUST00371,Basic,299,Monthly,2023-01-07,2023-04-27,Churned,
CUST00372,Standard,599,Annual,2023-11-06,,Active,
CUST00373,Basic,299,Monthly,2023-08-30,2025-05-03,Churned,
CUST00374,Enterprise,2999,Monthly,2024-05-29,2024-10-01,Churned,
CUST00375,Standard,599,Monthly,2024-01-12,2024-02-12,Churned,
CUST00376,Enterprise,2999,Monthly,2025-02-04,2025-03-26,Churned,
CUST00377,Standard,599,Annual,2025-02-14,,Active,
CUST00378,Standard,599,Monthly,2023-03-25,2024-03-30,Churned,
CUST00379,Basic,299,Monthly,2023-04-25,,Active,
CUST00380,Basic,299,Annual,2023-06-03,2024-04-26,Churned,
CUST00381,Standard,599,Monthly,2024-08-20,2025-05-09,Churned,
CUST00382,Standard,599,Monthly,2024-06-09,,Active,
CUST00383,Premium,1199,Monthly,2023-11-12,,Active,
CUST00384,Basic,299,Monthly,2024-08-15,2024-11-12,Churned,
CUST00385,Enterprise,2999,Monthly,2023-03-12,,Active,
CUST00386,Premium,1199,Annual,2023-05-19,,Active,
CUST00387,Basic,299,Annual,2024-01-22,2024-09-26,Churned,
CUST00388,Enterprise,2999,Annual,2023-07-02,2024-06-07,Churned,
CUST00389,Premium,1199,Annual,2023-01-04,,Active,
CUST00390,Basic,299,Monthly,2024-06-28,2025-01-26,Churned,
CUST00391,Enterprise,2999,Annual,2023-07-13,2023-08-14,Churned,
CUST00392,Enterprise,2999,Monthly,2025-02-23,,Active,
CUST00393,Standard,599,Monthly,2023-02-04,,Active,
CUST00394,Standard,599,Annual,2023-08-28,,Active,
CUST00395,Standard,599,Annual,2025-01-19,,Active,
CUST00396,Basic,299,Monthly,2023-08-31,2023-12-07,Churned,
CUST00397,Basic,299,Annual,2023-11-04,,Active,
CUST00398,Standard,599,Annual,2024-10-03,,Active,
CUST00399,Basic,299,Monthly,2024-11-18,,Active,
CUST00400,Basic,299,Annual,2023-11-04,,Active,
CUST00401,Basic,299,Monthly,2024-12-25,,Active,
CUST00402,Standard,599,Monthly,2024-07-24,,Active,
CUST00403,Enterprise,2999,Annual,2023-03-22,2025-04-23,Churned,
CUST00404,Basic,299,Annual,2023-02-22,,Active,
CUST00405,Standard,599,Monthly,2025-02-18,2025-05-25,Churned,
CUST00406,Enterprise,2999,Monthly,2023-11-07,,Active,
CUST00407,Premium,1199,Annual,2023-05-01,,Active,
CUST00408,Basic,299,Annual,2023-07-29,,Active,
CUST00409,Standard,599,Monthly,2024-04-22,2024-07-05,Churned,
CUST00410,Basic,299,Monthly,2024-04-22,,Active,
CUST00411,Basic,299,Monthly,2024-01-15,,Active,
CUST00412,Basic,299,Monthly,2023-01-17,2023-10-12,Churned,
CUST00413,Basic,299,Monthly,2023-07-20,2024-02-21,Churned,
CUST00414,Enterprise,2999,Annual,2024-11-01,,Active,
CUST00415,Premium,1199,Annual,2024-10-19,,Active,
CUST00416,Premium,1199,Annual,2023-05-24,,Active,
CUST00417,Standard,599,Annual,2023-03-02,,Active,
CUST00418,Standard,599,Monthly,2023-01-07,,Active,
CUST00419,Standard,599,Annual,2024-06-01,2025-03-30,Churned,
CUST00420,Standard,599,Monthly,2024-05-09,,Active,
CUST00421,Standard,599,Monthly,2023-01-18,,Active,
CUST00422,Standard,599,Monthly,2024-12-15,,Active,
CUST00423,Basic,299,Monthly,2023-09-04,2024-06-04,Churned,
CUST00424,Basic,299,Monthly,2024-02-11,,Active,
CUST00425,Basic,299,Annual,2023-08-20,2024-01-31,Churned,
CUST00426,Basic,299,Monthly,2023-02-02,2024-08-27,Churned,
CUST00427,Premium,1199,Monthly,2023-01-10,2023-04-21,Churned,
CUST00428,Standard,599,Annual,2023-12-06,,Active,
CUST00429,Enterprise,2999,Monthly,2023-08-05,,Active,
CUST00430,Enterprise,2999,Monthly,2024-12-01,,Active,
CUST00431,Basic,299,Annual,2023-11-19,,Active,
CUST00432,Enterprise,2999,Monthly,2024-02-12,,Active,
CUST00433,Standard,599,Annual,2024-02-03,2024-09-18,Churned,
CUST00434,Premium,1199,Monthly,2024-12-06,2025-01-31,Churned,
CUST00435,Basic,299,Annual,2024-03-23,,Active,
CUST00436,Enterprise,2999,Monthly,2024-02-11,,Active,
CUST00437,Basic,299,Monthly,2024-05-17,,Active,
CUST00438,Standard,599,Monthly,2024-08-22,2025-01-17,Churned,
CUST00439,Basic,299,Annual,2024-12-31,,Active,
